date,country,dau
2023-08-27,Comoros,2
2023-08-27,Congo,53
2023-08-27,Costa Rica,202
2023-08-27,Croatia,1
2023-08-27,Cuba,11
2023-08-27,Curaçao,1
2023-08-27,Czechia,1
2023-08-27,Côte d'Ivoire,17
2023-08-27,Denmark,2
2023-08-27,Djibouti,1
2023-08-27,Dominican Republic,160
2023-08-27,Ecuador,376
2023-08-27,Egypt,24
2023-08-27,El Salvador,75
2023-08-27,Equatorial Guinea,1
2023-08-27,Error: ,178
2023-08-27,Error: 'NoneType' object has no attribute 'name',2
2023-08-27,Error: (0) Could not interpret numbers after plus-sign.,11
2023-08-27,Faroe Islands,1
2023-08-27,France,25
2023-08-27,Gambia,1
2023-08-27,Germany,38
2023-08-27,Ghana,1
2023-08-27,Greece,2
2023-08-27,Guatemala,79
2023-08-27,Guinea,1
2023-08-27,Haiti,3
2023-08-27,Honduras,74
2023-08-27,Hungary,4
2023-08-27,India,86
2023-08-27,Indonesia,21
2023-08-27,Iran,1
2023-08-27,Ireland,1
2023-08-27,Israel,68
2023-08-27,Italy,49
2023-08-27,Jamaica,1
2023-08-27,Japan,1
2023-08-27,Kazakhstan,2
2023-08-27,Kenya,1
2023-08-27,Korea,3
2023-08-27,Kuwait,1
2023-08-27,Lebanon,2
2023-08-27,Malaysia,9
2023-08-27,Mali,2
2023-08-27,Martinique,1
2023-08-27,Mauritania,1
2023-08-27,Mexico,786
2023-08-27,Micronesia,1
2023-08-27,Moldova,1
2023-08-27,Morocco,3095
2023-08-27,Mozambique,2
2023-08-27,Myanmar,2
2023-08-27,Netherlands,4
2023-08-27,New Zealand,9
2023-08-27,Nicaragua,61
2023-08-27,Niger,1
2023-08-27,Nigeria,2
2023-08-27,Norway,3
2023-08-27,Oman,3
2023-08-27,Pakistan,21
2023-08-27,Panama,133
2023-08-27,Paraguay,422
2023-08-27,Peru,682
2023-08-27,Philippines,8
2023-08-27,Poland,3
2023-08-27,Portugal,7
2023-08-27,Puerto Rico,3
2023-08-27,Qatar,2
2023-08-27,Romania,3
2023-08-27,Russian Federation,12
2023-08-27,Saudi Arabia,8
2023-08-27,Senegal,2
2023-08-27,Serbia,1
2023-08-27,Singapore,7
2023-08-27,Sint Maarten (Dutch part),1
2023-08-27,South Africa,13
2023-08-27,South Sudan,1
2023-08-27,Spain,1810
2023-08-27,Sri Lanka,1
2023-08-27,Sudan,3
2023-08-27,Sweden,6
2023-08-27,Switzerland,4
2023-08-27,Taiwan,1
2023-08-27,Thailand,4
2023-08-27,Togo,16
2023-08-27,Turkey,2
2023-08-27,United Arab Emirates,6
2023-08-27,United Kingdom,41
2023-08-27,United States,254
2023-08-27,Uruguay,870
2023-08-27,Venezuela,970
2023-08-27,Viet Nam,1
2023-08-27,Yemen,2
2023-08-27,Zambia,1
2023-08-28,Afghanistan,2
2023-08-28,Algeria,1
2023-08-28,Andorra,2
2023-08-28,Angola,10
2023-08-28,Anguilla,1
2023-08-28,Antigua and Barbuda,1
2023-08-28,Argentina,13027
2023-08-28,Aruba,1
2023-08-28,Australia,20
2023-08-28,Austria,5
2023-08-28,Azerbaijan,1
2023-08-28,Bahrain,1
2023-08-28,Bangladesh,1
2023-08-28,Belgium,3
2023-08-28,Belize,1
2023-08-28,Benin,12
2023-08-28,Bolivia,191
2023-08-28,Brazil,678
2023-08-28,Bulgaria,3
2023-08-28,Burkina Faso,8
2023-08-28,Cameroon,14
2023-08-28,Canada,25
2023-08-28,Chad,5
2023-08-28,Chile,2800
2023-08-28,China,2
2023-08-28,Colombia,3151
2023-08-28,Comoros,1
2023-08-28,Congo,60
2023-08-28,Costa Rica,313
2023-08-28,Cuba,11
2023-08-28,Curaçao,1
2023-08-28,Czechia,2
2023-08-28,Côte d'Ivoire,19
2023-08-28,Denmark,1
2023-08-28,Djibouti,2
2023-08-28,Dominican Republic,169
2023-08-28,Ecuador,568
2023-08-28,Egypt,31
2023-08-28,El Salvador,107
2023-08-28,Error: ,279
2023-08-28,Error: 'NoneType' object has no attribute 'name',4
2023-08-28,Error: (0) Could not interpret numbers after plus-sign.,29
2023-08-28,Falkland Islands (Malvinas),2
2023-08-28,Faroe Islands,1
2023-08-28,Fiji,1
2023-08-28,Finland,2
2023-08-28,France,46
2023-08-28,French Guiana,1
2023-08-28,Germany,49
2023-08-28,Ghana,1
2023-08-28,Gibraltar,1
2023-08-28,Greece,6
2023-08-28,Guatemala,113
2023-08-28,Guinea,2
2023-08-28,Guyana,2
2023-08-28,Haiti,4
2023-08-28,Honduras,120
2023-08-28,Hungary,3
2023-08-28,India,48
2023-08-28,Indonesia,31
2023-08-28,Iran,4
2023-08-28,Ireland,5
2023-08-28,Israel,64
2023-08-28,Italy,70
2023-08-28,Jamaica,1
2023-08-28,Japan,5
2023-08-28,Kazakhstan,4
2023-08-28,Korea,2
2023-08-28,Kuwait,1
2023-08-28,Latvia,1
2023-08-28,Lebanon,1
2023-08-28,Libya,1
2023-08-28,Malaysia,22
2023-08-28,Mali,5
2023-08-28,Malta,5
2023-08-28,Martinique,2
2023-08-28,Mauritania,3
2023-08-28,Mexico,1133
2023-08-28,Micronesia,1
2023-08-28,Montenegro,1
2023-08-28,Morocco,3857
2023-08-28,Mozambique,5
2023-08-28,Myanmar,3
2023-08-28,Netherlands,10
2023-08-28,New Zealand,14
2023-08-28,Nicaragua,62
2023-08-28,Niger,1
2023-08-28,Nigeria,3
2023-08-28,Niue,1
2023-08-28,Northern Mariana Islands,1
2023-08-28,Norway,3
2023-08-28,Oman,3
2023-08-28,Pakistan,16
2023-08-28,Panama,257
2023-08-28,Paraguay,1015
2023-08-28,Peru,895
2023-08-28,Philippines,16
2023-08-28,Poland,5
2023-08-28,Portugal,12
2023-08-28,Puerto Rico,9
2023-08-28,Romania,2
2023-08-28,Russian Federation,20
2023-08-28,Saudi Arabia,8
2023-08-28,Senegal,3
2023-08-28,Singapore,9
2023-08-28,Sint Maarten (Dutch part),1
2023-08-28,Somalia,1
2023-08-28,South Africa,14
2023-08-28,South Sudan,2
2023-08-28,Spain,2669
2023-08-28,Sudan,2
2023-08-28,Suriname,1
2023-08-28,Sweden,5
2023-08-28,Switzerland,13
2023-08-28,Taiwan,1
2023-08-28,Thailand,10
2023-08-28,Togo,23
2023-08-28,Tokelau,1
2023-08-28,Ukraine,4
2023-08-28,United Arab Emirates,8
2023-08-28,United Kingdom,42
2023-08-28,United States,334
2023-08-28,Uruguay,2186
2023-08-28,Venezuela,1332
2023-08-28,Viet Nam,1
2023-08-28,Yemen,5
2023-08-28,Zimbabwe,2
2023-08-29,Afghanistan,1
2023-08-29,Andorra,6
2023-08-29,Angola,3
2023-08-29,Antigua and Barbuda,1
2023-08-29,Argentina,13275
2023-08-29,Armenia,2
2023-08-29,Australia,22
2023-08-29,Austria,7
2023-08-29,Azerbaijan,1
2023-08-29,Bahrain,2
2023-08-29,Belgium,10
2023-08-29,Benin,7
2023-08-29,Bermuda,1
2023-08-29,Bolivia,213
2023-08-29,Bosnia and Herzegovina,1
2023-08-29,Brazil,727
2023-08-29,British Indian Ocean Territory,1
2023-08-29,Bulgaria,3
2023-08-29,Burkina Faso,8
2023-08-29,Cameroon,19
2023-08-29,Canada,23
2023-08-29,Cayman Islands,1
2023-08-29,Chad,3
2023-08-29,Chile,3009
2023-08-29,China,4
2023-08-29,Colombia,3423
2023-08-29,Comoros,1
2023-08-29,Congo,60
2023-08-29,Cook Islands,1
2023-08-29,Costa Rica,355
2023-08-29,Croatia,1
2023-08-29,Cuba,15
2023-08-29,Curaçao,1
2023-08-29,Côte d'Ivoire,26
2023-08-29,Denmark,6
2023-08-29,Djibouti,1
2023-08-29,Dominican Republic,181
2023-08-29,Ecuador,642
2023-08-29,Egypt,26
2023-08-29,El Salvador,116
2023-08-29,Eritrea,1
2023-08-29,Error: ,310
2023-08-29,Error: 'NoneType' object has no attribute 'name',7
2023-08-29,Error: (0) Could not interpret numbers after plus-sign.,35
2023-08-29,Eswatini,1
2023-08-29,Falkland Islands (Malvinas),1
2023-08-29,Faroe Islands,1
2023-08-29,Fiji,1
2023-08-29,Finland,1
2023-08-29,France,44
2023-08-29,French Guiana,1
2023-08-29,French Polynesia,1
2023-08-29,Gabon,1
2023-08-29,Gambia,1
2023-08-29,Germany,49
2023-08-29,Ghana,2
2023-08-29,Gibraltar,1
2023-08-29,Guam,1
2023-08-29,Guatemala,114
2023-08-29,Guinea,1
2023-08-29,Guyana,4
2023-08-29,Haiti,6
2023-08-29,Honduras,108
2023-08-29,Hong Kong,1
2023-08-29,Hungary,4
2023-08-29,India,44
2023-08-29,Indonesia,30
2023-08-29,Iran,3
2023-08-29,Ireland,8
2023-08-29,Israel,60
2023-08-29,Italy,79
2023-08-29,Japan,3
2023-08-29,Kazakhstan,5
2023-08-29,Korea,3
2023-08-29,Kuwait,1
2023-08-29,Lesotho,1
2023-08-29,Malaysia,20
2023-08-29,Mali,4
2023-08-29,Malta,1
2023-08-29,Martinique,2
2023-08-29,Mauritania,1
2023-08-29,Mexico,1214
2023-08-29,Moldova,1
2023-08-29,Morocco,4016
2023-08-29,Mozambique,6
2023-08-29,Myanmar,2
2023-08-29,Netherlands,8
2023-08-29,New Caledonia,1
2023-08-29,New Zealand,12
2023-08-29,Nicaragua,73
2023-08-29,Niger,1
2023-08-29,Nigeria,2
2023-08-29,Northern Mariana Islands,1
2023-08-29,Norway,3
2023-08-29,Oman,1
2023-08-29,Pakistan,14
2023-08-29,Palestine,1
2023-08-29,Panama,245
2023-08-29,Papua New Guinea,1
2023-08-29,Paraguay,1013
2023-08-29,Peru,992
2023-08-29,Philippines,11
2023-08-29,Poland,5
2023-08-29,Portugal,17
2023-08-29,Puerto Rico,11
2023-08-29,Qatar,2
2023-08-29,Romania,4
2023-08-29,Russian Federation,16
2023-08-29,Saint Lucia,2
2023-08-29,Saint Pierre and Miquelon,1
2023-08-29,Saint Vincent and the Grenadines,1
2023-08-29,Samoa,2
2023-08-29,San Marino,1
2023-08-29,Saudi Arabia,1
2023-08-29,Senegal,3
2023-08-29,Serbia,2
2023-08-29,Singapore,11
2023-08-29,Solomon Islands,1
2023-08-29,Somalia,1
2023-08-29,South Africa,21
2023-08-29,South Sudan,1
2023-08-29,Spain,2730
2023-08-29,Sri Lanka,3
2023-08-29,Sudan,5
2023-08-29,Suriname,2
2023-08-29,Sweden,7
2023-08-29,Switzerland,7
2023-08-29,Taiwan,1
2023-08-29,Tajikistan,1
2023-08-29,Thailand,9
2023-08-29,Togo,18
2023-08-29,Trinidad and Tobago,1
2023-08-29,Tunisia,2
2023-08-29,Turkey,4
2023-08-29,Uganda,1
2023-08-29,Ukraine,2
2023-08-29,United Arab Emirates,5
2023-08-29,United Kingdom,42
2023-08-29,United States,356
2023-08-29,Uruguay,2281
2023-08-29,Venezuela,1347
2023-08-29,Viet Nam,3
2023-08-29,Wallis and Futuna,1
2023-08-29,Yemen,6
2023-08-30,Afghanistan,1
2023-08-30,Algeria,2
2023-08-30,Andorra,3
2023-08-30,Angola,5
2023-08-30,Argentina,13645
2023-08-30,Aruba,1
2023-08-30,Australia,28
2023-08-30,Austria,4
2023-08-30,Bahamas,1
2023-08-30,Bangladesh,1
2023-08-30,Barbados,1
2023-08-30,Belgium,5
2023-08-30,Belize,1
2023-08-30,Benin,16
2023-08-30,Bermuda,1
2023-08-30,Bolivia,241
2023-08-30,Brazil,766
2023-08-30,Bulgaria,1
2023-08-30,Burkina Faso,10
2023-08-30,Cameroon,10
2023-08-30,Canada,21
2023-08-30,Cayman Islands,1
2023-08-30,Chad,2
2023-08-30,Chile,3007
2023-08-30,China,5
2023-08-30,Colombia,3280
2023-08-30,Comoros,1
2023-08-30,Congo,53
2023-08-30,Costa Rica,346
2023-08-30,Croatia,1
2023-08-30,Cuba,19
2023-08-30,Curaçao,1
2023-08-30,Czechia,2
2023-08-30,Côte d'Ivoire,18
2023-08-30,Denmark,7
2023-08-30,Dominican Republic,195
2023-08-30,Ecuador,620
2023-08-30,Egypt,32
2023-08-30,El Salvador,114
2023-08-30,Equatorial Guinea,2
2023-08-30,Error: ,328
2023-08-30,Error: 'NoneType' object has no attribute 'name',4
2023-08-30,Error: (0) Could not interpret numbers after plus-sign.,30
2023-08-30,Eswatini,1
2023-08-30,Falkland Islands (Malvinas),1
2023-08-30,Fiji,2
2023-08-30,Finland,4
2023-08-30,France,34
2023-08-30,French Guiana,2
2023-08-30,French Polynesia,1
2023-08-30,Gabon,6
2023-08-30,Germany,43
2023-08-30,Greece,4
2023-08-30,Guam,1
2023-08-30,Guatemala,101
2023-08-30,Guinea,1
2023-08-30,Guyana,4
2023-08-30,Haiti,3
2023-08-30,Honduras,116
2023-08-30,Hungary,4
2023-08-30,India,33
2023-08-30,Indonesia,26
2023-08-30,Iran,4
2023-08-30,Ireland,6
2023-08-30,Israel,73
2023-08-30,Italy,82
2023-08-30,Jamaica,2
2023-08-30,Japan,2
2023-08-30,Kazakhstan,2
2023-08-30,Kenya,2
2023-08-30,Korea,1
2023-08-30,Kuwait,1
2023-08-30,Lebanon,1
2023-08-30,Libya,1
2023-08-30,Lithuania,1
2023-08-30,Malaysia,29
2023-08-30,Mali,5
2023-08-30,Malta,2
2023-08-30,Martinique,2
2023-08-30,Mauritania,3
2023-08-30,Mauritius,1
2023-08-30,Mexico,1196
2023-08-30,Morocco,4720
2023-08-30,Mozambique,3
2023-08-30,Myanmar,4
2023-08-30,Netherlands,6
2023-08-30,New Caledonia,1
2023-08-30,New Zealand,16
2023-08-30,Nicaragua,73
2023-08-30,Niger,4
2023-08-30,Nigeria,5
2023-08-30,Norway,4
2023-08-30,Pakistan,17
2023-08-30,Palestine,1
2023-08-30,Panama,234
2023-08-30,Paraguay,1028
2023-08-30,Peru,635
2023-08-30,Philippines,11
2023-08-30,Poland,2
2023-08-30,Portugal,20
2023-08-30,Puerto Rico,11
2023-08-30,Romania,5
2023-08-30,Russian Federation,16
2023-08-30,Saint Pierre and Miquelon,1
2023-08-30,Saudi Arabia,2
2023-08-30,Senegal,3
2023-08-30,Serbia,1
2023-08-30,Singapore,11
2023-08-30,Sint Maarten (Dutch part),1
2023-08-30,South Africa,33
2023-08-30,South Sudan,1
2023-08-30,Spain,2885
2023-08-30,Sri Lanka,1
2023-08-30,Sudan,4
2023-08-30,Suriname,2
2023-08-30,Sweden,6
2023-08-30,Switzerland,10
2023-08-30,Syrian Arab Republic,1
2023-08-30,Taiwan,1
2023-08-30,Tajikistan,2
2023-08-30,Thailand,4
2023-08-30,Togo,23
2023-08-30,Trinidad and Tobago,1
2023-08-30,Tunisia,2
2023-08-30,Turkey,3
2023-08-30,Uganda,1
2023-08-30,Ukraine,2
2023-08-30,United Arab Emirates,5
2023-08-30,United Kingdom,55
2023-08-30,United States,338
2023-08-30,Uruguay,2323
2023-08-30,Venezuela,1340
2023-08-30,Viet Nam,2
2023-08-30,Yemen,7
2023-08-31,Afghanistan,3
2023-08-31,Albania,1
2023-08-31,Algeria,7
2023-08-31,Andorra,4
2023-08-31,Angola,4
2023-08-31,Antigua and Barbuda,1
2023-08-31,Argentina,13329
2023-08-31,Aruba,1
2023-08-31,Australia,23
2023-08-31,Austria,5
2023-08-31,Azerbaijan,1
2023-08-31,Belgium,7
2023-08-31,Belize,4
2023-08-31,Benin,13
2023-08-31,Bolivia,221
2023-08-31,Bosnia and Herzegovina,1
2023-08-31,Brazil,779
2023-08-31,British Indian Ocean Territory,1
2023-08-31,Bulgaria,1
2023-08-31,Burkina Faso,11
2023-08-31,Cameroon,22
2023-08-31,Canada,23
2023-08-31,Central African Republic,1
2023-08-31,Chad,5
2023-08-31,Chile,2966
2023-08-31,China,3
2023-08-31,Colombia,3269
2023-08-31,Congo,61
2023-08-31,Costa Rica,312
2023-08-31,Croatia,1
2023-08-31,Cuba,15
2023-08-31,Czechia,1
2023-08-31,Côte d'Ivoire,24
2023-08-31,Denmark,2
2023-08-31,Djibouti,1
2023-08-31,Dominican Republic,191
2023-08-31,Ecuador,595
2023-08-31,Egypt,27
2023-08-31,El Salvador,104
2023-08-31,Equatorial Guinea,1
2023-08-31,Error: ,313
2023-08-31,Error: 'NoneType' object has no attribute 'name',2
2023-08-31,Error: (0) Could not interpret numbers after plus-sign.,26
2023-08-31,Eswatini,1
2023-08-31,Falkland Islands (Malvinas),1
2023-08-31,Fiji,1
2023-08-31,Finland,4
2023-08-31,France,28
2023-08-31,French Guiana,1
2023-08-31,Gabon,6
2023-08-31,Germany,54
2023-08-31,Ghana,2
2023-08-31,Greece,6
2023-08-31,Guatemala,112
2023-08-31,Guyana,1
2023-08-31,Haiti,1
2023-08-31,Honduras,120
2023-08-31,Hong Kong,2
2023-08-31,Hungary,7
2023-08-31,India,39
2023-08-31,Indonesia,25
2023-08-31,Iran,4
2023-08-31,Ireland,7
2023-08-31,Isle of Man,1
2023-08-31,Israel,71
2023-08-31,Italy,78
2023-08-31,Jamaica,1
2023-08-31,Japan,5
2023-08-31,Jordan,1
2023-08-31,Kazakhstan,3
2023-08-31,Korea,1
2023-08-31,Kuwait,1
2023-08-31,Lebanon,1
2023-08-31,Liberia,1
2023-08-31,Libya,1
2023-08-31,Malaysia,27
2023-08-31,Mali,4
2023-08-31,Malta,3
2023-08-31,Martinique,1
2023-08-31,Mauritania,1
2023-08-31,Mexico,1246
2023-08-31,Moldova,1
2023-08-31,Montenegro,1
2023-08-31,Morocco,5122
2023-08-31,Mozambique,5
2023-08-31,Myanmar,7
2023-08-31,Nepal,1
2023-08-31,Netherlands,13
2023-08-31,New Zealand,16
2023-08-31,Nicaragua,57
2023-08-31,Niger,4
2023-08-31,Nigeria,5
2023-08-31,Norfolk Island,1
2023-08-31,Norway,4
2023-08-31,Pakistan,13
2023-08-31,Palestine,2
2023-08-31,Panama,237
2023-08-31,Paraguay,921
2023-08-31,Peru,902
2023-08-31,Philippines,9
2023-08-31,Poland,2
2023-08-31,Portugal,17
2023-08-31,Puerto Rico,11
2023-08-31,Qatar,1
2023-08-31,Romania,3
2023-08-31,Russian Federation,25
2023-08-31,Saint Pierre and Miquelon,1
2023-08-31,San Marino,1
2023-08-31,Saudi Arabia,3
2023-08-31,Senegal,1
2023-08-31,Seychelles,1
2023-08-31,Sierra Leone,1
2023-08-31,Singapore,14
2023-08-31,Sint Maarten (Dutch part),1
2023-08-31,Slovenia,1
2023-08-31,Solomon Islands,1
2023-08-31,Somalia,3
2023-08-31,South Africa,39
2023-08-31,Spain,2937
2023-08-31,Sri Lanka,1
2023-08-31,Sudan,4
2023-08-31,Suriname,2
2023-08-31,Sweden,3
2023-08-31,Switzerland,9
2023-08-31,Taiwan,2
2023-08-31,Tajikistan,1
2023-08-31,Thailand,6
2023-08-31,Togo,23
2023-08-31,Trinidad and Tobago,1
2023-08-31,Tunisia,2
2023-08-31,Turkey,2
2023-08-31,Uganda,3
2023-08-31,United Arab Emirates,8
2023-08-31,United Kingdom,52
2023-08-31,United States,382
2023-08-31,Uruguay,2299
2023-08-31,Vanuatu,1
2023-08-31,Venezuela,1379
2023-08-31,Viet Nam,3
2023-08-31,Wallis and Futuna,1
2023-08-31,Yemen,8
2023-08-31,Zimbabwe,2
2023-09-01,Afghanistan,3
2023-09-01,Albania,1
2023-09-01,Algeria,3
2023-09-01,Andorra,3
2023-09-01,Angola,6
2023-09-01,Anguilla,1
2023-09-01,Argentina,12625
2023-09-01,Australia,24
2023-09-01,Austria,4
2023-09-01,Azerbaijan,1
2023-09-01,Bangladesh,2
2023-09-01,Barbados,1
2023-09-01,Belgium,12
2023-09-01,Belize,1
2023-09-01,Benin,13
2023-09-01,Bermuda,1
2023-09-01,Bolivia,222
2023-09-01,Brazil,709
2023-09-01,Bulgaria,2
2023-09-01,Burkina Faso,14
2023-09-01,Burundi,1
2023-09-01,Cameroon,17
2023-09-01,Canada,20
2023-09-01,Chad,1
2023-09-01,Chile,2786
2023-09-01,China,6
2023-09-01,Colombia,2975
2023-09-01,Congo,37
2023-09-01,Costa Rica,313
2023-09-01,Croatia,2
2023-09-01,Cuba,11
2023-09-01,Curaçao,2
2023-09-01,Czechia,1
2023-09-01,Côte d'Ivoire,20
2023-09-01,Denmark,3
2023-09-01,Dominican Republic,185
2023-09-01,Ecuador,551
2023-09-01,Egypt,24
2023-09-01,El Salvador,96
2023-09-01,Equatorial Guinea,2
2023-09-01,Error: ,286
2023-09-01,Error: 'NoneType' object has no attribute 'name',4
2023-09-01,Error: (0) Could not interpret numbers after plus-sign.,26
2023-09-01,Falkland Islands (Malvinas),1
2023-09-01,Finland,2
2023-09-01,France,28
2023-09-01,French Guiana,2
2023-09-01,Gabon,3
2023-09-01,Germany,41
2023-09-01,Greece,3
2023-09-01,Guatemala,116
2023-09-01,Guinea,1
2023-09-01,Haiti,5
2023-09-01,Honduras,107
2023-09-01,Hong Kong,1
2023-09-01,Hungary,5
2023-09-01,India,75
2023-09-01,Indonesia,21
2023-09-01,Ireland,4
2023-09-01,Israel,43
2023-09-01,Italy,80
2023-09-01,Jamaica,1
2023-09-01,Japan,3
2023-09-01,Kazakhstan,2
2023-09-01,Korea,3
2023-09-01,Kyrgyzstan,1
2023-09-01,Lebanon,2
2023-09-01,Libya,1
2023-09-01,Malaysia,21
2023-09-01,Mali,1
2023-09-01,Malta,3
2023-09-01,Mexico,1199
2023-09-01,Moldova,1
2023-09-01,Montenegro,1
2023-09-01,Morocco,5151
2023-09-01,Mozambique,3
2023-09-01,Myanmar,3
2023-09-01,Netherlands,13
2023-09-01,New Zealand,11
2023-09-01,Nicaragua,64
2023-09-01,Niger,1
2023-09-01,Nigeria,3
2023-09-01,Norfolk Island,1
2023-09-01,Northern Mariana Islands,1
2023-09-01,Norway,3
2023-09-01,Pakistan,13
2023-09-01,Palestine,1
2023-09-01,Panama,237
2023-09-01,Paraguay,936
2023-09-01,Peru,856
2023-09-01,Philippines,14
2023-09-01,Poland,2
2023-09-01,Portugal,22
2023-09-01,Puerto Rico,15
2023-09-01,Romania,8
2023-09-01,Russian Federation,17
2023-09-01,Saint Pierre and Miquelon,1
2023-09-01,Senegal,1
2023-09-01,Serbia,1
2023-09-01,Seychelles,1
2023-09-01,Singapore,9
2023-09-01,Sint Maarten (Dutch part),1
2023-09-01,Solomon Islands,1
2023-09-01,South Africa,24
2023-09-01,South Sudan,1
2023-09-01,Spain,2909
2023-09-01,Sri Lanka,2
2023-09-01,Sudan,5
2023-09-01,Suriname,4
2023-09-01,Sweden,5
2023-09-01,Switzerland,8
2023-09-01,Thailand,4
2023-09-01,Togo,21
2023-09-01,Trinidad and Tobago,1
2023-09-01,Tunisia,1
2023-09-01,Turkey,6
2023-09-01,United Arab Emirates,9
2023-09-01,United Kingdom,43
2023-09-01,United States,314
2023-09-01,Uruguay,2105
2023-09-01,Venezuela,1288
2023-09-01,Viet Nam,4
2023-09-01,Wallis and Futuna,1
2023-09-01,Yemen,7
2023-09-02,Afghanistan,2
2023-09-02,Algeria,6
2023-09-02,American Samoa,1
2023-09-02,Angola,3
2023-09-02,Argentina,7287
2023-09-02,Australia,15
2023-09-02,Austria,4
2023-09-02,Azerbaijan,1
2023-09-02,Bahrain,1
2023-09-02,Bangladesh,2
2023-09-02,Barbados,1
2023-09-02,Belgium,6
2023-09-02,Belize,2
2023-09-02,Benin,15
2023-09-02,Bolivia,166
2023-09-02,Bosnia and Herzegovina,1
2023-09-02,Brazil,408
2023-09-02,Bulgaria,1
2023-09-02,Burkina Faso,15
2023-09-02,Cameroon,13
2023-09-02,Canada,13
2023-09-02,Chad,1
2023-09-02,Chile,1349
2023-09-02,China,4
2023-09-02,Colombia,1931
2023-09-02,Congo,46
2023-09-02,Costa Rica,229
2023-09-02,Croatia,1
2023-09-02,Cuba,12
2023-09-02,Côte d'Ivoire,16
2023-09-02,Denmark,3
2023-09-02,Djibouti,2
2023-09-02,Dominican Republic,145
2023-09-02,Ecuador,407
2023-09-02,Egypt,17
2023-09-02,El Salvador,87
2023-09-02,Equatorial Guinea,2
2023-09-02,Error: ,194
2023-09-02,Error: 'NoneType' object has no attribute 'name',3
2023-09-02,Error: (0) Could not interpret numbers after plus-sign.,19
2023-09-02,Falkland Islands (Malvinas),1
2023-09-02,France,20
2023-09-02,French Guiana,1
2023-09-02,Gabon,4
2023-09-02,Germany,33
2023-09-02,Ghana,2
2023-09-02,Greece,3
2023-09-02,Guatemala,77
2023-09-02,Guyana,1
2023-09-02,Haiti,8
2023-09-02,Honduras,98
2023-09-02,Hong Kong,1
2023-09-02,Hungary,3
2023-09-02,India,93
2023-09-02,Indonesia,10
2023-09-02,Iran,4
2023-09-02,Ireland,5
2023-09-02,Israel,21
2023-09-02,Italy,60
2023-09-02,Japan,1
2023-09-02,Kazakhstan,3
2023-09-02,Korea,4
2023-09-02,Kuwait,1
2023-09-02,Kyrgyzstan,2
2023-09-02,Lebanon,1
2023-09-02,Malaysia,16
2023-09-02,Mali,4
2023-09-02,Malta,3
2023-09-02,Martinique,1
2023-09-02,Mauritania,2
2023-09-02,Mexico,820
2023-09-02,Micronesia,1
2023-09-02,Monaco,2
2023-09-02,Montenegro,1
2023-09-02,Morocco,4846
2023-09-02,Mozambique,1
2023-09-02,Myanmar,1
2023-09-02,Netherlands,12
2023-09-02,New Zealand,9
2023-09-02,Nicaragua,51
2023-09-02,Niger,2
2023-09-02,Nigeria,4
2023-09-02,Niue,1
2023-09-02,Norfolk Island,1
2023-09-02,Norway,3
2023-09-02,Pakistan,9
2023-09-02,Panama,174
2023-09-02,Papua New Guinea,1
2023-09-02,Paraguay,601
2023-09-02,Peru,667
2023-09-02,Philippines,9
2023-09-02,Poland,3
2023-09-02,Portugal,13
2023-09-02,Puerto Rico,9
2023-09-02,Qatar,1
2023-09-02,Romania,2
2023-09-02,Russian Federation,15
2023-09-02,Saint Pierre and Miquelon,2
2023-09-02,Saudi Arabia,3
2023-09-02,Senegal,2
2023-09-02,Serbia,1
2023-09-02,Seychelles,1
2023-09-02,Sierra Leone,1
2023-09-02,Singapore,6
2023-09-02,Sint Maarten (Dutch part),1
2023-09-02,South Africa,8
2023-09-02,South Sudan,1
2023-09-02,Spain,2105
2023-09-02,Sri Lanka,1
2023-09-02,Sudan,2
2023-09-02,Sweden,1
2023-09-02,Switzerland,6
2023-09-02,Taiwan,1
2023-09-02,Thailand,4
2023-09-02,Togo,18
2023-09-02,Tunisia,1
2023-09-02,Turkey,3
2023-09-02,United Arab Emirates,2
2023-09-02,United Kingdom,25
2023-09-02,United States,157
2023-09-02,Uruguay,1131
2023-09-02,Venezuela,1050
2023-09-02,Viet Nam,1
2023-09-02,Yemen,7
2023-09-02,Zimbabwe,1
2023-09-03,Afghanistan,1
2023-09-03,Algeria,1
2023-09-03,Andorra,1
2023-09-03,Angola,1
2023-09-03,Argentina,5763
2023-09-03,Aruba,1
2023-09-03,Australia,17
2023-09-03,Austria,2
2023-09-03,Belgium,4
2023-09-03,Belize,1
2023-09-03,Benin,7
2023-09-03,Bolivia,144
2023-09-03,Brazil,346
2023-09-03,British Indian Ocean Territory,1
2023-09-03,Bulgaria,1
2023-09-03,Burkina Faso,14
2023-09-03,Cameroon,8
2023-09-03,Canada,17
2023-09-03,Chile,1189
2023-09-03,China,2
2023-09-03,Colombia,1466
2023-09-03,Congo,30
2023-09-03,Costa Rica,172
2023-09-03,Croatia,1
2023-09-03,Cuba,11
2023-09-03,Curaçao,1
2023-09-03,Czechia,2
2023-09-03,Côte d'Ivoire,11
2023-09-03,Djibouti,2
2023-09-03,Dominican Republic,156
2023-09-03,Ecuador,342
2023-09-03,Egypt,19
2023-09-03,El Salvador,68
2023-09-03,Error: ,167
2023-09-03,Error: 'NoneType' object has no attribute 'name',4
2023-09-03,Error: (0) Could not interpret numbers after plus-sign.,10
2023-09-03,Estonia,1
